Reference Year,Facility Name,Facility Province,Facility Description,Reporting Company,CO2 (tonnes),CH4 (tonnes CO2e),N2O (tonnes CO2e),HFC Total (tonnes CO2e),PFC Total (tonnes CO2e),SF6 (tonnes CO2e),Total Emissions (tonnes CO2e)
2022,Ukalta 05-18,Alberta,Oil and gas extraction (except oil sands),Spur Petroleum,15038.892,943.572,67.204,0.0,0.0,0.0,16049.668
2022,Ferrier 07-18-040-09 W5M,Alberta,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,14351.71567,932.32188,1033.2615,0.0,0.0,0.0,16317.29905
2022,Hammerstone Quarry,Alberta,Limestone Mining and Quarrying,Hammerstone Infrastructure Materials Ltd,16302.086,13.804,38.69,0.0,0.0,0.0,16354.58
2022,Crestar Little Bow (00-16-31-014-18W4),Alberta,Oil and gas extraction (except oil sands),Crestar Little Bow (00-16-31-014-18W4),15756.3413,1636.2444,104.5425,0.0,0.0,0.0,17497.1282
2022,ABBT0580005,Alberta,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,1684.76562,16085.83788,7.83605,0.0,0.0,0.0,17778.43955
2022,Martin Hills Core 13-24,Alberta,Oil and gas extraction (except oil sands),Martin Hills Core 13-24,15729.65726,2604.6146,106.901,0.0,0.0,0.0,18441.17286
2022,Marten Hills 14-06-076-02W5,Alberta,Oil and gas extraction (except oil sands),Marten Hills 14-06-076-02W5,18120.13403,2236.48292,75.5515,0.0,0.0,0.0,20432.16845
2022,16-18-063-21W5 Gas Battery,Alberta,Oil and gas extraction (except oil sands),16-18-063-21W5 Gas Battery,20112.9652,496.328,41.3665,0.0,0.0,0.0,20650.6597
2022,Wayne Dalum Oil MWB 10-13-027-19W4,Alberta,Oil and gas extraction (except oil sands),Wayne Dalum Oil MWB 10-13-027-19W4,19081.96144,1554.86604,217.5385,0.0,0.0,0.0,20854.36598
2022,ABBT0153027,Alberta,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,16500.69903,6079.16848,78.02395,0.0,0.0,0.0,22657.89146
2022,Wembley Oil MWB 01-20-072-08W6,Alberta,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,27025.93708,96.11784,124.87595,0.0,0.0,0.0,27246.93087
2022,Wastewater Treatment Plant,Alberta,Sewage Treatment Facilities,Wastewater Treatment Plant,4851.8716,17761.2596,9924.27067,0.0,0.0,0.0,32537.40187
2022,Chambers Gas Plant 02-15,Alberta,Oil and gas extraction (except oil sands),Peyto Exploration and Development Corporation,26308.9663,6888.6412,669.125,0.0,0.0,0.0,33866.7325
2022,ABBT0066632,Alberta,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,1797.50723,32409.13032,8.30775,0.0,0.0,0.0,34214.9453
2022,THOR KNAPPEN 16-29 PLANT,Alberta,Oil and gas extraction (except oil sands),THOR KNAPPEN 16-29 PLANT,12093.533,22693.0928,85.33,0.0,0.0,0.0,34871.9558
2022,Pouce Coupe South Sour Gas Plant,Alberta,Oil and gas extraction (except oil sands),Pouce Coupe South Sour Gas Plant,2155.38476,306.88784,11.44535,0.0,0.0,0.0,2473.71795
2022,ABBT0150246,Alberta,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,41422.95283,880.02712,173.28615,0.0,0.0,0.0,42476.2661
2022,Marten Hills 08-34-074-25W4,Alberta,Oil and gas extraction (except oil sands),Marten Hills 08-34-074-25W4,43678.07464,4993.163,349.217,0.0,0.0,0.0,49020.45464
2022,Elmworth Gas MWB 01-08-070-11W6,Alberta,Oil and gas extraction (except oil sands),Cenovus,24633.55878,44239.55956,199.80735,0.0,0.0,0.0,69072.92569
2022,Heartland Petrochemical Complex - PDH/PP/Rail,Alberta,Petrochemical Manufacturing,Heartland Petrochemical Complex - PDH/PP/Rail,71212.6726,4311.64762,971.6225,0.0,0.0,0.0,76495.94272
2022,Heartland Petrochemical Complex Cogeneration Power Plant,Alberta,Fossil-Fuel Electric Power Generation,Heartland Petrochemical Complex Cogeneration Power Plant,321495.2787,2165.03,1945.9215,0.0,0.0,0.0,325606.2302
2022,Taber Plant,Alberta,Frozen Food Manufacturing,Taber Plant,40741.5235,530.03692,164.59415,2299.7182,0.0,0.0,43735.87277
2022,KELT WEMBLEY 11-31 MWGEB,Alberta,Oil and gas extraction (except oil sands),KELT WEMBLEY 11-31 MWGEB,11193.6226,2434.61596,1120.4677,0.0,0.0,0.0,14748.70626
2022,THUNDER MATZIWIN 13-36,Alberta,Oil and gas extraction (except oil sands),THUNDER MATZIWIN 13-36,11020.0503,1367.002,73.1135,0.0,0.0,0.0,12460.1658
2022,Wembley Oil MWB 01-14-072-08W6,Alberta,Oil and gas extraction (except oil sands),Wembley Oil MWB 01-14-072-08W6,10467.02526,2427.3837,1101.0379,0.0,0.0,0.0,13995.44686
2022,Gull Lake Power Plant,Alberta,Fossil-Fuel Electric Power Generation,Gull Lake Power Plant,36388.3975,10345.2708,995.515695,0.0,0.0,0.0,47729.18399
2022,Rocky Mountain House Gas-fired Power Plant,Alberta,Fossil-Fuel Electric Power Generation,Rocky Mountain House Gas-fired Power Plant,11409.64541,3854.21134,731.88919,0.0,0.0,0.0,15995.74594
2022,Aspen Waste Management,Alberta,Waste Treatment and Disposal,Aspen Waste Management,261.4,31239.88,2.65,0.0,0.0,0.0,31503.93
2022,Roseridge Landfill,Alberta,Waste Treatment and Disposal,Roseridge Landfill,385.6693,36993.83044,1410.54995,0.0,0.0,0.0,38790.04969
2022,Shiningbank 10-12-056-17 W5M,Alberta,Oil and gas extraction (except oil sands),ISH Energy Ltd.,11507.199,6802.18,533.18,0.0,0.0,0.0,18842.559
2022,Countess 08-36-020-16 W4,Alberta,Oil and gas extraction (except oil sands),Countess 08-36-020-16 W4,23771.7714,3338.7172,155.661,0.0,0.0,0.0,27266.1496
2022,Puskwa 05-14-074-01W6 MWB,Alberta,Oil and gas extraction (except oil sands),Prairie Thunder Resources Ltd.,12575.9237,2027.8132,65.614,0.0,0.0,0.0,14669.3509
2021,"Foothills Pipeline, Alberta",Alberta,Pipeline Transportation of Natural Gas,Foothills Pipe Lines Ltd.,287790.542,11960.9,1963.385,0.0,0.0,0.0,301714.827
2021,Redwater Fertilizer Operations,Alberta,Chemical Fertilizer (except Potash) Manufacturing,Agrium,967632.039,84366.59812,4167.63645,0.0,0.0,0.0,1056166.274
2021,Alberta Envirofuels,Alberta,Petrochemical Manufacturing,Keyera Corp,310914.9888,822.90348,1614.327,0.0,0.0,0.0,313352.2194
2021,Alliance Pipeline Ltd. - AB Pipeline System,Alberta,Pipeline Transportation of Natural Gas,Alliance Pipeline,502080.5111,31713.46301,2798.80916,0.0,0.0,0.0,536592.7833
2021,Alberta-Pacific Forest Industries Inc.,Alberta,Chemical Pulp Mills,Alberta-Pacific Forest Industries Inc.,136460.48,4823.1428,8609.3889,122.8623,0.0,0.0,150015.874
2021,ATCO Pipelines - Transmission System,Alberta,Pipeline Transportation of Natural Gas,ATCO Gas and Pipelines,60475.1566,60531.7272,999.7125,25.0055,0.0,0.0,122031.6018
2021,Battle River Generating Station,Alberta,Fossil-Fuel Electric Power Generation,Heartland Generation,1096072.191,548.1056,1425.011,0.0,0.0,0.0,1098045.308
2021,Brazeau Gas Plant,Alberta,Conventional Oil and Gas Extraction,Brazeau Gas Plant,126294.9519,11697.8708,1977.2975,0.0,0.0,0.0,139970.1202
2021,Brazeau River Gas Plant,Alberta,Oil and gas extraction (except oil sands),Keyera Corp,49224.58725,4074.34412,365.35815,0.0,0.0,0.0,53664.28952
2021,Calgary Energy Centre,Alberta,Fossil-Fuel Electric Power Generation,Calgary Energy Centre No. 2 Inc,875884.4984,1760.0968,4162.1165,0.0,0.0,0.0,881806.7117
2021,Canadian Fertilizers Limited,Alberta,Chemical Fertilizer (except Potash) Manufacturing,Canadian Fertilizers Limited,1740834.193,2080.2292,4232.103,0.0,0.0,0.0,1747146.526
2021,Cancarb Ltd.,Alberta,All Other Basic Inorganic Chemical Manufacturing,Cancarb Ltd.,158997.3806,391.048,480.3125,0.0,0.0,3.572,159872.3131
2021,"TransCanada Pipeline, Alberta System",Alberta,Pipeline Transportation of Natural Gas,Nova Gas Transmission Ltd.,3974347.32,289671.172,26931.42,0.0,0.0,0.0,4290949.912
2021,Caribou North Comp Stn 11-08,Alberta,Oil and gas extraction (except oil sands),Cenovus,24096.397,7948.2158,828.09585,0.0,0.0,0.0,32872.70865
2021,Carseland Nitrogen Operations,Alberta,Chemical Fertilizer (except Potash) Manufacturing,Agrium,555597.288,14453.9514,2184.9091,0.0,0.0,0.0,572236.1485
2021,Carseland Power Plant,Alberta,Fossil-Fuel Electric Power Generation,TransCanada Energy Ltd.,371663.5362,721.8736,2197.3005,0.0,0.0,0.0,374582.7103
2021,Jeff Zubach,Alberta,Chemical Fertilizer (except Potash) Manufacturing,Orica Canada Inc,743.1149,1.0472,98373.459,0.0,0.0,0.0,99117.6211
2021,Cavalier Energy Centre,Alberta,Fossil-Fuel Electric Power Generation,Cavalier Energy Centre,301591.7799,787.6708,1570.4165,0.0,0.0,0.0,303949.8672
2021,Christina Lake SAGD Bitumen Battery,Alberta,In-situ oil sands extraction,Cenovus Energy Inc.,3852314.247,10148.6336,9668.6575,0.0,0.0,0.0,3872131.538
2021,Electric Utility - Generation,Alberta,Fossil-Fuel Electric Power Generation,City of Medicine Hat,573068.1834,5467.018648,3835.3715,0.0,0.0,0.0,582370.5736
2021,Clover Bar Energy Centre,Alberta,Fossil-Fuel Electric Power Generation,Clover Bar Energy Centre,236144.4055,542.3628,1237.6295,0.0,0.0,0.0,237924.3978
2021,Cochrane Extraction Plant,Alberta,Oil and gas extraction (except oil sands),Inter Pipeline Ltd.,513139.8891,8307.08144,3114.33565,4265.8628,0.0,0.0,528827.169
2021,Cold Lake,Alberta,In-situ oil sands extraction,Imperial Oil Resources Limited,5732465.944,10216.46965,26500.47965,0.0,0.0,0.0,5769182.894
2021,ATCO Gas - Distribution System,Alberta,Natural Gas Distribution,ATCO Gas and Pipelines,57346.6236,110178.1296,387.218,0.0,0.0,0.0,167911.9712
2021,East Calgary Landfill,Alberta,Waste Treatment and Disposal,City of Calgary,4585.0,36065.54,36.57,0.0,0.0,0.0,40687.11
2021,East Crossfield Gas Plant 9-14-28-1W5,Alberta,Oil and gas extraction (except oil sands),East Crossfield Gas Plant 9-14-28-1W5,84079.78573,1628.518332,709.290255,0.0,0.0,0.0,86417.59432
2021,Edmonton Site,Alberta,Resin and Synthetic Rubber Manufacturing,Edmonton Site,22136.35,143.836,149.195,1565.73,0.0,0.0,23995.111
2021,Edmonton Refinery,Alberta,Petroleum Refineries,Suncor Energy Inc,1300799.866,3832.215268,2449.12099,175.56,0.0,0.0,1307256.762
2021,Edson Gas Plant,Alberta,Oil and gas extraction (except oil sands),Repsol S.A.,159044.3336,31283.791,2062.7918,0.0,0.0,0.0,192390.9165
2021,Elmworth Gas Plant,Alberta,Oil and gas extraction (except oil sands),Cenovus,166478.9291,11150.41256,1184.6136,0.0,0.0,0.0,178813.9552
2021,Empress Gas Plant,Alberta,Conventional Oil and Gas Extraction,Empress Gas Plant,56734.5369,3962.3528,276.819,0.0,0.0,0.0,60973.7087
2021,Empress 6,Alberta,Oil and gas extraction (except oil sands),Empress 6,265790.7258,5146.582,1263.9175,0.0,0.0,0.0,272201.2253
2021,Exshaw Plant,Alberta,Lime Manufacturing,Graymont Western Canada Inc.,168535.8038,31.164,258.746,0.0,0.0,0.0,168825.7138
2021,Exshaw Cement Plant,Alberta,Cement Manufacturing,Lafarge Canada,1212333.134,178.6288,1542.989,0.0,0.0,0.0,1214054.752
2021,Fort Saskatchewan,Alberta,Non-Ferrous Metal (except Aluminum) Smelting and Refining,Fort Saskatchewan,309626.714,4831.9936,1088.8055,0.0,0.0,0.0,315547.5131
2021,Fort Saskatchewan Thermal Electric(Cogeneration) Power Plant,Alberta,Fossil-Fuel Electric Power Generation,Fort Saskatchewan Thermal Electric(Cogeneration) Power Plant,404683.5152,802.728752,2036.03634,0.0,0.0,0.0,407522.2803
2021,Fort Saskatchewan Nitrogen Operations,Alberta,Chemical Fertilizer (except Potash) Manufacturing,Agrium,646457.7128,11375.88788,1835.80075,0.0,0.0,0.0,659669.4015
2021,Fort Saskatchewan Storage and Fractionation,Alberta,Conventional Oil and Gas Extraction,Fort Saskatchewan Storage and Fractionation,81454.3534,856.436,542.508,0.0,0.0,0.0,82853.2974
2021,Fort Saskatchewan EOEG,Alberta,Other Basic Organic Chemical Manufacturing,MEGlobal Canada ULC,43614.9089,790.2636,4.134,0.0,0.0,0.0,44409.3065
2021,Genesee Thermal Generating Station,Alberta,Fossil-Fuel Electric Power Generation,CPC,7550965.737,2873.332,35789.4425,0.0,0.0,0.0,7589628.512
2021,International Paper Canadian Pulp Holdings ULC,Alberta,Chemical Pulp Mills,International Paper Canadian Pulp Holdings ULC,122760.9896,38164.8876,3994.4775,224.4271,0.0,0.0,165144.7818
2021,H.R.Milner Generating Station,Alberta,Fossil-Fuel Electric Power Generation,Milner Power Limited Partnership by its GP Milner Power Inc.,1139.839414,7.479108,7.330695,0.0,0.0,0.0,1154.649217
2021,Hangingstone SAGD Demonstration Facility,Alberta,In-situ oil sands extraction,Hangingstone SAGD Demonstration Facility,144443.789,738.2284,664.1695,0.0,0.0,0.0,145846.1869
2021,Hanlan Robb Gas Plant,Alberta,Conventional Oil and Gas Extraction,Hanlan Robb Gas Plant,165306.0848,134.4532,390.398,0.0,0.0,0.0,165830.936
2021,Harmattan Gas Processing Plant,Alberta,Oil and gas extraction (except oil sands),Harmattan Gas Processing Plant,364434.0863,13751.8346,5689.7143,0.0,0.0,0.0,383875.6352
2021,Hays Gas Plant 11-31-013-14 W4M,Alberta,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,36134.55158,1093.7458,345.60505,0.0,0.0,0.0,37573.90243
2021,Highvale Coal Mine,Alberta,Subbituminous Coal Mining,TransAlta Corporation,15482.47681,1209.697468,315.044985,0.0,0.0,0.0,17007.21926
2021,"Hinton Pulp, a division of West Fraser Mills Ltd.",Alberta,Chemical Pulp Mills,West Fraser Mills Ltd.,186243.5789,30314.2028,3658.855,0.0,0.0,0.0,220216.6367
2021,Joffre LAO Plant,Alberta,Petrochemical Manufacturing,INEOS Canada Partnership,131914.4047,102.3708,708.2125,0.0,0.0,0.0,132724.988
2021,Judy Creek Gas Conservation Plant,Alberta,Oil and gas extraction (except oil sands),Conifer Energy Inc.,46243.50113,7300.7046,406.2556,0.0,0.0,0.0,53950.46133
2021,Karr 10-10-065-02 W6M,Alberta,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,69138.00918,5734.4406,4213.1873,0.0,0.0,0.0,79085.63708
2021,Kaybob Amalgamated Sour Gas Plant,Alberta,Oil and gas extraction (except oil sands),Energy Transfer Canada,163885.843,10399.144,2734.1534,0.0,0.0,0.0,177019.1404
2021,Kaybob South #3 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Energy Transfer Canada,273517.777,5969.52496,1079.6365,0.0,0.0,0.0,280566.9385
2021,Keephills Thermal Electric Power Generating Plant,Alberta,Fossil-Fuel Electric Power Generation,TransAlta Corporation,4634369.01,1822.995636,17962.6116,0.0,0.0,0.0,4654154.618
2021,Edmonton Plant,Alberta,Cement Manufacturing,Lehigh Cement,593635.4005,91.8764,749.1815,0.0,0.0,0.0,594476.4584
2021,MacKay River Power Plant,Alberta,Fossil-Fuel Electric Power Generation,TransCanada Energy Ltd.,932147.6658,1761.746,5589.9895,0.0,0.0,0.0,939499.4013
2021,"MacKay River, In-Situ Oil Sands Plant",Alberta,In-situ oil sands extraction,Suncor Energy Oil Sands,416258.7697,3555.308736,1286.09376,0.0,0.0,0.0,421100.1722
2021,Mildred Lake and Aurora Plant Sites,Alberta,Mined oil sands extraction,Syncrude Canada Ltd.,12265037.22,205781.4276,46913.2415,424.918,5.1051,15.275,12518177.19
2021,Muskeg River Cogeneration Plant,Alberta,Fossil-Fuel Electric Power Generation,Heartland Generation,1404994.491,2138.0184,6929.962,0.0,0.0,0.0,1414062.471
2021,NOVA Chemicals Corporation (Joffre),Alberta,Petrochemical Manufacturing,NOVA Chemicals,3386366.36,6630.82,11577.267,170.0927,0.0,0.0,3404744.54
2021,CNUL Peace River Complex,Alberta,In-situ oil sands extraction,CNUL Peace River Complex,327770.438,1423.925804,433.903845,0.0,0.0,0.0,329628.2677
2021,Mercer Peace River,Alberta,Chemical Pulp Mills,Mercer Peace River Pulp Ltd.,164806.4106,2982.04956,3351.74703,0.0,0.0,0.0,171140.2072
2021,Prentiss Chemical Manufacturing Facility,Alberta,Other Basic Organic Chemical Manufacturing,MEGlobal Canada ULC,168103.6193,787.8388,531.855,0.0,0.0,0.0,169423.3131
2021,Progress Gas Plant 01-01-078-10 W6M,Alberta,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,23460.09755,1716.64892,64.81635,0.0,0.0,0.0,25241.56282
2021,Quirk Creek Gas Plant,Alberta,Oil and gas extraction (except oil sands),Quirk Creek Gas Plant,80039.65011,2001.712552,929.285835,0.0,0.0,0.0,82970.6485
2021,Rainbow Lake Cogeneration Power Plant (Units 4-5),Alberta,Fossil-Fuel Electric Power Generation,Heartland Generation,311847.0579,1843.8476,1745.502,0.0,0.0,0.0,315436.4075
2021,Ram River Sour Gas Plant,Alberta,Oil and gas extraction (except oil sands),Ram River Sour Gas Plant,296989.0844,8504.402564,1864.867805,0.0,0.0,0.0,307358.3547
2021,Redwater Cogeneration Plant,Alberta,Fossil-Fuel Electric Power Generation,TransCanada Energy Ltd.,200924.3623,356.9524,1154.499,0.0,0.0,0.0,202435.8137
2021,Rimbey Gas Plant,Alberta,Oil and gas extraction (except oil sands),Keyera Corp,341239.2031,10337.55604,2089.85095,0.0,0.0,0.0,353666.6101
2021,Scotford Chemical Plant,Alberta,Petrochemical Manufacturing,Shell Chemicals Canada,319074.0367,1770.5576,1422.7055,4767.8455,104.34,0.0,327139.4853
2021,Scotford Complex,Alberta,Fossil-Fuel Electric Power Generation,Air Liquide Canada Inc.,415285.31,2798.04,2647.35,0.0,0.0,0.0,420730.7
2021,Scotford Upgrader and Upgrader Cogeneration,Alberta,Mined oil sands extraction,Scotford Upgrader and Upgrader Cogeneration,2705375.607,18340.5152,11255.08,0.0,0.0,0.0,2734971.202
2021,Sheerness Generating Station,Alberta,Fossil-Fuel Electric Power Generation,Heartland Generation,2183231.299,1141.9156,4179.1825,52.7886,0.0,0.0,2188605.187
2021,Caroline Complex,Alberta,Oil and gas extraction (except oil sands),Caroline Complex,301732.2955,832.4764,1729.4695,0.0,0.0,0.0,304294.2414
2021,Jumping Pound Complex,Alberta,Oil and gas extraction (except oil sands),Jumping Pound Complex,173112.0829,2660.8652,1134.571,0.0,0.0,0.0,176907.5191
2021,Shell Scotford Refinery,Alberta,Petroleum Refineries,Shell Canada Products,974648.1275,6883.735236,3451.153565,16.1574,0.0,0.0,984999.1737
2021,Strachan Gas Plant,Alberta,Oil and gas extraction (except oil sands),Keyera Corp,117836.3534,8871.66336,1690.61785,0.0,0.0,0.0,128398.6346
2021,"Imperial Oil, Strathcona Refinery",Alberta,Petroleum Refineries,Imperial Oil,1602783.077,5664.078,5025.354,0.0,0.0,0.0,1613472.509
2021,Sundance Thermal Electric Power Generating Plant,Alberta,Fossil-Fuel Electric Power Generation,TransAlta Corporation,1623642.969,780.25808,7858.7022,0.0,0.0,0.0,1632281.929
2021,Wapiti Deep Cut Plant 04-08-069-08 W6M,Alberta,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,108272.0433,6949.805156,2341.10964,0.0,0.0,0.0,117562.958
2021,Waterton Complex,Alberta,Oil and gas extraction (except oil sands),Waterton Complex,278807.9749,3880.492,2448.9445,0.0,0.0,0.0,285137.4114
2021,Western Canada Operations,Alberta,Petrochemical Manufacturing,Dow,1002920.605,1592.7156,3437.633,77.56507,0.0,681.735,1008710.254
2021,Wildcat Hills Gas Plant,Alberta,Oil and gas extraction (except oil sands),Wildcat Hills Gas Plant,133963.0723,1011.8332,760.6825,0.0,0.0,0.0,135735.588
2021,PAW In-Situ Oilsands Facilities,Alberta,In-situ oil sands extraction,Canadian Natural Resources Limited,3424884.832,25925.31357,6323.166325,0.0,0.0,0.0,3457133.312
2021,Strathcona Works,Alberta,Other Petroleum and Coal Products Manufacturing,Rio Tinto,81802.09855,3.582852,9.434265,8.178722,0.0,0.0,81823.29439
2021,Poplar Hill Generating Station,Alberta,Fossil-Fuel Electric Power Generation,Heartland Generation,63602.8173,325.108,327.9375,0.0,0.0,0.0,64255.8628
2021,Valleyview Generating Station,Alberta,Fossil-Fuel Electric Power Generation,Heartland Generation,48788.3323,434.396004,248.78518,0.0,0.0,0.0,49471.51348
2021,Balzac Power Station,Alberta,Fossil-Fuel Electric Power Generation,Balzac Power Station,267469.9601,756.0896,1406.7525,0.0,0.0,0.0,269632.8022
2021,Coal Valley Mine,Alberta,Bituminous Coal Mining,Coal Valley Mine,19214.37062,5877.01996,408.9109,0.0,0.0,0.0,25500.30148
2021,Edmonton Hydrogen Facility,Alberta,Industrial Gas Manufacturing,Air Products Canada Ltd,1153620.548,1641.545584,788.270325,0.0,0.0,0.0,1156050.364
2021,Marten Hills Gas Plant,Alberta,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,23275.88636,4069.54464,1141.938,0.0,0.0,0.0,28487.369
2021,Olds Gas Plant,Alberta,Oil and gas extraction (except oil sands),Olds Gas Plant,95958.49334,855.59348,1135.2123,0.0,0.0,0.0,97949.29912
2021,Prentiss Manufacturing Facility,Alberta,Resin and Synthetic Rubber Manufacturing,Dow,34121.2176,447.987064,149.91898,0.0,0.0,0.0,34719.12364
2021,Bear Creek Power Plant,Alberta,Fossil-Fuel Electric Power Generation,TransCanada Energy Ltd.,228172.4979,1530.19216,1557.94825,0.0,0.0,0.0,231260.6383
2021,GenAlta Recycling Inc.,Alberta,Material Recovery Facilities,GenAlta Recycling,460.03,1.4,5.3,0.0,0.0,0.0,466.73
2021,Long Lake,Alberta,In-situ oil sands extraction,Long Lake,1746790.769,6827.925076,9745.050905,0.0,0.0,0.0,1763363.745
2021,Navajo Metals,Alberta,Material Recovery Facilities,Evraz Recycling,1515.82,3.108,37.895,0.0,0.0,0.0,1556.823
2021,Tucker Thermal,Alberta,In-situ oil sands extraction,Cenovus,829578.3698,5218.6848,1066.519,0.0,0.0,0.0,835863.5736
2021,Cardinal River Operations,Alberta,Bituminous Coal Mining,Teck Coal Limited,1950.8893,2.3072,24.4065,0.0,0.0,0.0,1977.603
2021,Pod One,Alberta,In-situ oil sands extraction,Connacher Oil and Gas Limited,198756.8151,1343.4652,290.7845,0.0,0.0,0.0,200391.0648
2021,Horizon Oil Sands Processing Plant and Mine,Alberta,Mined oil sands extraction,Canadian Natural Resources Limited,5015892.531,442941.7076,22747.9975,2334.6934,0.29835,153.502,5484070.73
2021,Orion Facilities,Alberta,In-situ oil sands extraction,Orion Facilities,496107.0146,7042.89824,620.0099,0.0,0.0,0.0,503769.9228
2021,Surmont SAGD Commercial Battery,Alberta,In-situ oil sands extraction,Surmont SAGD Commercial Battery,3185734.286,6712.8124,4314.7565,0.0,0.0,0.0,3196761.855
2021,Suffield Gas Storage Facility,Alberta,Oil and gas extraction (except oil sands),Suffield Gas Storage Facility,25744.63993,12230.58116,164.24965,0.0,0.0,0.0,38139.47074
2021,AltaSteel Inc.,Alberta,Iron and Steel Mills and Ferro-Alloy Manufacturing,AltaSteel Inc.,85648.528,35.342328,296.83551,0.0,0.0,0.0,85980.70584
2021,Baymag Exshaw Operations,Alberta,All Other Non-Metallic Mineral Product Manufacturing,Baymag Exshaw Operations,173233.9897,23.6768,196.7625,0.0,0.0,0.0,173454.429
2021,Galloway Plant 14-14-053-20 W5M,Alberta,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,42704.61502,10034.6834,1941.88555,0.0,0.0,0.0,54681.18397
2021,Gold Creek 13-26-067-05 W6M,Alberta,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,69874.3516,9420.59188,1686.8575,0.0,0.0,0.0,80981.80098
2021,Wild River Compressor Station 04-03,Alberta,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,18943.43718,5224.63032,1076.2869,0.0,0.0,0.0,25244.3544
2021,Brintnell Oil Battery and Comp Stn 1107 11-07,Alberta,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,51410.56158,33708.15924,275.1283,0.0,0.0,0.0,85393.84912
2021,Suffield C Comp Stn 01-04,Alberta,Oil and gas extraction (except oil sands),Suffield C Comp Stn 01-04,11589.91635,2509.0212,618.0595,0.0,0.0,0.0,14716.99705
2021,Suffield K (Koomati) Gas Battery 04-04,Alberta,Oil and gas extraction (except oil sands),Suffield K (Koomati) Gas Battery 04-04,13256.2442,1232.01736,1039.2346,0.0,0.0,0.0,15527.49616
2021,Lethbridge Waste and Recycling Centre Disposal Site,Alberta,Waste Treatment and Disposal,Lethbridge Waste and Recycling Centre Disposal Site,663.33,100259.6,503.5,0.0,0.0,0.0,101426.43
2021,Tourmaline Berland Gas Plant (14-15-059-24-W5M),Alberta,Oil and gas extraction (except oil sands),Tourmaline Berland Gas Plant (14-15-059-24-W5M),35118.4506,3039.4056,231.981,0.0,0.0,0.0,38389.8372
2021,Narraway Sweet Gas Plant 10-08,Alberta,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,28286.8147,3934.97972,1858.76565,0.0,0.0,0.0,34080.56007
2021,Resthaven Sweet Gas Plant 08-11,Alberta,Conventional Oil and Gas Extraction,Resthaven Sweet Gas Plant 08-11,166849.9544,47903.8196,18650.859,0.0,0.0,0.0,233404.633
2021,Sexsmith Sour Gas Plant,Alberta,Oil and gas extraction (except oil sands),Ovintiv Canada ULC,80136.0148,3552.5084,237.334,0.0,0.0,0.0,83925.8572
2021,Gold Bar Wastewater Treatment Plant,Alberta,Sewage Treatment Facilities,Gold Bar Wastewater Treatment Plant,6538.0,16506.56,22335.578,0.0,0.0,0.0,45380.138
2021,Foster Creek SAGD Bitumen Battery (with Cogen),Alberta,In-situ oil sands extraction,Cenovus Energy Inc.,3491672.296,5775.8148,7066.4635,0.0,0.0,0.0,3504514.575
2021,Lloydminster Refinery,Alberta,Asphalt Paving Mixture and Block Manufacturing,Cenovus,95543.99218,398.352584,341.27919,0.0,0.0,0.0,96283.62395
2021,Rainbow Lake Gas plant,Alberta,Oil and gas extraction (except oil sands),Cenovus,50358.96508,1305.71924,153.90405,0.0,0.0,0.0,51818.58837
2021,Nordegg River Gas Plant,Alberta,Oil and gas extraction (except oil sands),Keyera Corp,33733.41883,3440.542,1007.8639,0.0,0.0,0.0,38181.82473
2021,Lantic Inc. Taber Beet Sugar Factory,Alberta,Sugar Manufacturing,Rogers Sugar,83974.3282,43623.6724,401.263,0.0,0.0,0.0,127999.2636
2021,MEG Christina Lake Regional Project,Alberta,In-situ oil sands extraction,MEG Christina Lake Regional Project,1128022.854,9232.0956,1441.8385,0.0,0.0,0.0,1138696.789
2021,Whitecourt Pulp Division,Alberta,Mechanical Pulp Mills,Whitecourt Pulp Division,61059.90239,474.61008,587.664,0.0,0.0,0.0,62122.17647
2021,Sylvan Lake Gas Plant,Alberta,Oil and gas extraction (except oil sands),Sylvan Lake Gas Plant,57607.2714,4891.18,233.73,0.0,0.0,0.0,62732.1814
2021,Peyto Oldman 11-17-055-21W5,Alberta,Oil and gas extraction (except oil sands),Peyto Exploration and Development Corporation,69017.5363,23441.95,1765.112,0.0,0.0,0.0,94224.5983
2021,Empress NGL Extraction Plant,Alberta,Oil and gas extraction (except oil sands),Empress NGL Extraction Plant,78398.3949,684.5244,406.3775,0.0,0.0,0.0,79489.2968
