Reference Year,Facility Name,Facility Province,Facility Description,Reporting Company,CO2 (tonnes),CH4 (tonnes CO2e),N2O (tonnes CO2e),HFC Total (tonnes CO2e),PFC Total (tonnes CO2e),SF6 (tonnes CO2e),Total Emissions (tonnes CO2e)
2023,Pierson 04-01-002-28 W1M,Manitoba,Oil and gas extraction (except oil sands),Pierson 04-01-002-28 W1M,17266.43,1806.0,42.4,0.0,0.0,0.0,19114.83
2023,Solid Waste Area Management Project,Manitoba,Waste Treatment and Disposal,SWAMP Landfill,163.98,18732.9786,1.43365,0.0,0.0,0.0,18898.39225
2023,Portage la Prairie Regional Landfill,Manitoba,Waste Treatment and Disposal,Portage la Prairie Regional Landfill,81.6,13993.9072,0.159,0.0,0.0,0.0,14075.6662
2023,HyLife Foods LP,Manitoba,Hog slaughtering,HyLife Foods LP,14531.99,0.0,0.0,0.0,0.0,0.0,14531.99
2022,Brady Road Resource Management Facility,Manitoba,Waste Treatment and Disposal,Water & Waste Department,0.0,587849.64,0.0,0.0,0.0,0.0,587849.64
2022,Brandon Generating Station,Manitoba,Fossil-Fuel Electric Power Generation,Manitoba Hydro,19199.45425,135.672348,130.69959,0.0,0.0,125.96,19591.78619
2022,Faulkner Plant,Manitoba,Lime Manufacturing,Graymont Western Canada Inc.,106603.2035,22.70996,131.4665,0.0,0.0,0.0,106757.3799
2022,HBMS Flin Flon Metallurgical Complex,Manitoba,Copper-Zinc Ore Mining,HBMS Flin Flon Metallurgical Complex,29148.782,36.456,545.37,0.0,0.0,0.0,29730.608
2022,Canadian Kraft Paper Industries Ltd.,Manitoba,Paper (except Newsprint) Mills,Canadian Kraft Paper,72468.588,5616.576476,6174.5106,0.0,0.0,0.0,84259.67508
2022,"TransCanada Pipeline, Manitoba",Manitoba,Pipeline Transportation of Natural Gas,TransCanada PipeLines Ltd.,239768.8581,88526.8916,1635.3415,0.0,0.0,0.0,329931.0912
2022,"Koch Fertilizer Canada, ULC",Manitoba,Chemical Fertilizer (except Potash) Manufacturing,"Koch Fertilizer Canada, ULC",691517.199,222.292,24053.255,0.0,0.0,0.0,715792.746
2022,Summit Road Landfill,Manitoba,Waste Treatment and Disposal,Water & Waste Department,0.0,73925.32,0.0,0.0,0.0,0.0,73925.32
2022,Minnedosa Ethanol Plant,Manitoba,Other Basic Organic Chemical Manufacturing,Cenovus,77755.7279,99.21982,356.01054,0.0,0.0,0.0,78210.95826
2022,Kilcona Landfill,Manitoba,Waste Treatment and Disposal,Water & Waste Department,0.0,41198.64,0.0,0.0,0.0,0.0,41198.64
2022,Thompson Operations,Manitoba,Nickel-Copper Ore Mining,Thompson Operations,19694.7364,100.15516,418.70795,0.0,0.0,0.0,20213.59951
2022,"Gerdau Ameristeel Corporation, Manitoba Mill",Manitoba,Iron and Steel Mills and Ferro-Alloy Manufacturing,Gerdau Long Steel North America,47756.8874,40.1632,255.1685,0.0,0.0,0.0,48052.2191
2022,Waskada 11-30-001-25 W1M,Manitoba,Oil and gas extraction (except oil sands),Waskada 11-30-001-25 W1M,16843.96,1150.52,47.7,0.0,0.0,0.0,18042.18
2022,HBMS Chisel Lake Mine,Manitoba,Copper-Zinc Ore Mining,HBMS Chisel Lake Mine,26427.106,42.0,534.77,211.9,0.0,0.0,27215.776
2022,CARBERRY FACTORY,Manitoba,All Other Food Manufacturing,CARBERRY FACTORY,26802.0,19.32,121.9,0.0,0.0,0.0,26943.22
2022,Ste. Agathe (Canola Crush Plant) Viterra,Manitoba,Oilseed Processing,Ste. Agathe (Canola Crush Plant) Viterra,11245.562,6.2027,51.354085,0.0,0.0,0.0,11303.11879
2022,Maple Leaf Foods - Brandon,Manitoba,Animal (except Poultry) Slaughtering,Maple Leaf Foods - Brandon,24193.1427,11.606,105.3375,0.0,0.0,0.0,24310.0862
2022,Powerhouse,Manitoba,Universities,Powerhouse,31000.0,16.8,151.05,155.195,0.0,0.0,31323.045
2022,Portage la Prairie,Manitoba,Frozen Food Manufacturing,Portage la Prairie,62800.0,727.076,413.029,0.0,0.0,0.0,63940.105
2022,MCCAIN FOODS (CANADA) - PORTAGE LA PRAIRIE,Manitoba,Frozen Food Manufacturing,MCCAIN FOODS (CANADA) - PORTAGE LA PRAIRIE,31799.0,15.96,129.85,0.0,0.0,0.0,31944.81
2022,Gimli Plant,Manitoba,Distilleries,Gimli Plant,33856.497,20.216,156.35,0.0,0.0,0.0,34033.063
2022,BUNGE CANADA - ALTONA PLANT,Manitoba,Oilseed Processing,Bunge Canada,37695.871,20.7452,169.5205,0.0,0.0,0.0,37886.1367
