Province,Baseline Year,Target Year,Target Type,Sector,Reduction Lower Bound,Reduction Upper Bound,Unit,Notes
Prince Edward Island,1990.0,Post-2030,Overall,All,<1.2,<1.2,megatonnes,Annual target: less than 1.2 megatonnes
